id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
3169,AsstProf,B,15,5,Male,85238
3170,Prof,A,12,14,Male,102479
3171,Prof,B,5,14,Male,167188
3172,Prof,A,16,9,Female,175889
3173,Prof,A,11,18,Male,108903
3174,Prof,B,16,1,Male,221996
3175,Prof,A,8,18,Male,236278
3176,Prof,B,16,6,Male,115117
3177,AssocProf,B,1,2,Female,80851
3178,AssocProf,A,10,13,Female,59943
3179,AssocProf,A,1,19,Male,135077
3180,AsstProf,B,5,5,Female,205733
3181,Prof,B,6,3,Male,146691
3182,Prof,B,8,6,Female,226323
3183,AsstProf,B,7,3,Female,220138
3184,AssocProf,B,1,18,Female,123307
3185,AssocProf,A,3,17,Female,202747
3186,Prof,B,6,9,Male,98621
3187,Prof,A,14,9,Female,197356
3188,AssocProf,B,13,0,Female,79082
3189,Prof,A,5,9,Male,85345
3190,AssocProf,B,1,8,Male,207347
3191,AsstProf,B,9,7,Female,238695
3192,AssocProf,A,16,9,Female,158080
3193,AsstProf,A,3,17,Female,215689
3194,Prof,B,4,5,Female,96662
3195,AsstProf,B,13,1,Female,130513
3196,AssocProf,B,14,7,Female,200782
3197,Prof,B,4,11,Male,180523
3198,Prof,B,9,17,Female,54454
3199,AsstProf,A,18,6,Male,121104
3200,Prof,A,1,9,Male,170648
3201,AssocProf,B,1,5,Male,93681
3202,AsstProf,A,0,7,Female,237564
3203,AssocProf,A,2,7,Male,72568
3204,Prof,A,8,15,Female,203769
3205,AsstProf,A,11,15,Female,146074
3206,AsstProf,B,7,6,Female,123867
3207,AssocProf,B,2,13,Female,110346
3208,AssocProf,B,4,13,Male,195511
3209,AssocProf,A,9,10,Female,114930
3210,AsstProf,A,11,2,Male,171637
3211,Prof,A,5,11,Male,78789
3212,AsstProf,A,5,5,Female,185289
3213,AsstProf,A,5,15,Female,192160
3214,AsstProf,B,8,4,Female,66943
3215,AsstProf,A,9,4,Male,54220
3216,AsstProf,B,7,12,Female,165651
3217,Prof,A,7,2,Male,67523
3218,Prof,A,18,8,Female,54006
3219,AsstProf,A,7,17,Female,221822
3220,Prof,A,2,5,Female,235124
3221,AssocProf,A,19,1,Male,118609
3222,AsstProf,A,0,16,Male,58427
3223,AssocProf,B,4,7,Male,80514
3224,AssocProf,B,10,10,Male,120948
3225,AssocProf,A,8,18,Male,91810
3226,AssocProf,A,7,8,Male,189702
3227,AssocProf,A,16,16,Male,95445
3228,Prof,A,15,12,Female,82062
3229,Prof,B,7,2,Male,82107
3230,AssocProf,A,16,15,Male,130546
3231,Prof,A,2,2,Female,208181
3232,Prof,B,9,14,Male,101939
3233,Prof,B,14,3,Male,154813
3234,Prof,B,4,3,Male,163630
3235,AsstProf,B,3,10,Male,205543
3236,AsstProf,B,2,14,Male,57184
3237,AsstProf,B,2,12,Female,50735
3238,Prof,A,17,18,Male,193383
3239,AssocProf,B,17,7,Female,164033
3240,AssocProf,A,17,7,Male,185976
3241,AssocProf,A,10,5,Female,59659
3242,Prof,B,10,12,Male,212084
3243,AssocProf,B,11,16,Male,143916
3244,AsstProf,A,16,12,Female,88756
3245,Prof,B,16,14,Male,225032
3246,Prof,A,8,6,Male,204109
3247,AsstProf,A,6,0,Female,232914
3248,AsstProf,A,12,8,Male,130527
3249,Prof,A,14,15,Male,116702
3250,Prof,B,16,16,Female,60182
3251,AsstProf,B,11,17,Male,204731
3252,AssocProf,A,18,13,Female,137058
3253,AsstProf,A,10,15,Male,65689
3254,AsstProf,B,4,15,Male,230976
3255,AssocProf,A,4,11,Male,121885
3256,AsstProf,B,15,13,Male,126514
3257,AssocProf,A,15,13,Female,77096
3258,AsstProf,B,4,5,Female,138639
3259,AsstProf,A,10,4,Male,118009
3260,AssocProf,A,11,18,Male,83075
3261,Prof,B,7,5,Male,64814
3262,AssocProf,A,16,0,Male,85070
3263,AssocProf,A,6,1,Female,195819
3264,AssocProf,B,11,12,Male,85522
3265,Prof,B,6,1,Female,148869
3266,AssocProf,A,9,18,Female,161816
3267,AssocProf,A,4,5,Male,114988
3268,AsstProf,A,10,15,Male,173260
3269,AsstProf,B,8,14,Female,234167
3270,AssocProf,B,10,10,Female,68016
3271,AsstProf,A,3,4,Male,156702
3272,AssocProf,B,17,3,Male,207345
3273,AsstProf,A,0,4,Male,90495
3274,Prof,A,19,0,Female,225018
3275,AssocProf,A,10,4,Male,84953
3276,AsstProf,B,19,19,Male,140344
3277,AssocProf,B,8,9,Female,213713
3278,AsstProf,A,16,16,Female,87118
3279,AssocProf,A,0,5,Male,235550
3280,AsstProf,A,15,4,Male,195840
3281,Prof,A,5,14,Female,50878
3282,Prof,A,3,11,Female,98945
3283,AsstProf,A,15,17,Male,168965
3284,AssocProf,B,0,18,Male,148378
3285,Prof,B,1,14,Male,222847
3286,Prof,A,7,17,Male,187185
3287,AssocProf,B,13,5,Female,236377
3288,AsstProf,B,1,15,Male,173465
3289,AsstProf,B,6,3,Female,114909
3290,AsstProf,B,16,14,Male,186565
3291,AssocProf,B,2,19,Male,154024
3292,AsstProf,A,16,14,Male,164319
3293,AsstProf,A,10,3,Male,95941
3294,Prof,B,4,9,Male,192655
3295,Prof,B,1,9,Male,105886
3296,AssocProf,A,1,1,Male,212464
3297,Prof,A,14,2,Female,129980
3298,Prof,A,7,13,Male,92294
3299,Prof,B,2,8,Female,205227
3300,AsstProf,A,9,3,Male,207828
3301,AssocProf,A,4,5,Female,84032
3302,Prof,A,14,1,Female,74191
3303,Prof,A,15,17,Male,216513
3304,Prof,B,11,5,Male,133206
3305,Prof,B,13,16,Female,89247
3306,AssocProf,A,12,12,Male,130403
3307,AsstProf,A,5,2,Female,94665
3308,Prof,A,15,19,Male,188925
3309,AsstProf,B,12,6,Female,212596
3310,Prof,B,6,0,Male,203546
3311,AssocProf,B,11,8,Male,101201
3312,AssocProf,A,15,1,Female,234152
3313,AsstProf,B,12,8,Female,91696
3314,AsstProf,B,5,12,Female,92243
3315,AssocProf,A,10,19,Male,172316
3316,Prof,B,15,10,Female,96460
3317,AsstProf,B,10,10,Male,84697
3318,Prof,A,1,16,Male,125210
3319,AssocProf,A,4,13,Female,228880
3320,Prof,B,14,17,Female,111243
3321,AsstProf,A,15,7,Male,129622
3322,Prof,B,2,11,Male,172819
3323,Prof,B,19,11,Male,235512
3324,Prof,A,2,0,Female,153493
3325,AsstProf,A,7,11,Female,214650
3326,Prof,B,0,3,Male,203258
3327,AssocProf,A,6,17,Female,94020
3328,Prof,B,1,14,Female,115728
3329,AssocProf,A,17,6,Female,228250
3330,Prof,A,15,8,Female,194374
3331,AssocProf,A,0,0,Female,139271
3332,Prof,B,1,18,Female,186505
3333,AsstProf,A,10,5,Male,78747
3334,Prof,A,18,10,Female,192796
3335,AsstProf,A,0,19,Male,233904
3336,AsstProf,A,7,14,Female,153691
3337,AsstProf,A,1,0,Female,233123
3338,AsstProf,A,13,4,Male,238590
3339,AssocProf,A,6,15,Male,150972
3340,Prof,A,6,0,Female,156077
3341,Prof,B,5,19,Male,167419
3342,AssocProf,A,11,2,Female,108025
3343,AsstProf,A,11,6,Male,202709
3344,AsstProf,A,4,10,Male,51930
3345,AsstProf,B,19,4,Female,233456
3346,AsstProf,B,2,15,Female,189967
3347,AssocProf,B,16,14,Female,56306
3348,AssocProf,B,16,7,Male,165928
3349,AssocProf,A,13,6,Female,124471
3350,AsstProf,A,14,14,Male,204293
3351,AssocProf,A,10,19,Female,103476
3352,AsstProf,B,9,15,Female,103871
3353,AsstProf,B,15,3,Female,100755
3354,AsstProf,A,2,13,Female,86962
3355,AssocProf,B,5,12,Female,140996
3356,AssocProf,B,11,2,Female,212504
3357,Prof,B,15,16,Female,97406
3358,AssocProf,A,16,19,Male,112761
3359,AsstProf,A,5,6,Male,114464
3360,AssocProf,A,5,16,Female,218039
3361,AssocProf,A,18,18,Female,199909
3362,Prof,B,15,6,Female,66921
3363,AsstProf,A,18,9,Female,172897
3364,AsstProf,B,17,0,Male,165979
3365,AsstProf,A,6,12,Female,149542
3366,Prof,A,5,15,Female,52802
3367,AssocProf,A,4,4,Male,65561
3368,AssocProf,A,16,4,Female,208230
3369,AsstProf,A,15,6,Female,125657
3370,Prof,A,9,1,Female,158555
3371,Prof,A,15,13,Female,142371
3372,AsstProf,B,0,6,Female,139422
3373,AssocProf,A,0,1,Female,172242
3374,AsstProf,A,11,17,Male,128087
3375,AssocProf,B,15,13,Male,217396
3376,AsstProf,A,11,5,Female,71759
3377,AssocProf,B,6,8,Male,145493
3378,Prof,A,3,15,Female,108200
3379,Prof,A,19,9,Female,76029
3380,Prof,A,14,0,Female,74551
3381,AsstProf,A,11,15,Female,210154
3382,AssocProf,B,6,5,Female,165634
3383,AssocProf,B,17,10,Female,236663
3384,AsstProf,A,11,11,Female,147674
3385,Prof,B,14,4,Male,177390
3386,AssocProf,A,14,15,Female,123086
3387,Prof,B,10,18,Female,61485
3388,AssocProf,B,8,2,Female,196914
3389,AssocProf,A,10,14,Female,135319
3390,AsstProf,A,6,2,Female,98901
3391,AssocProf,B,19,3,Male,103740
3392,Prof,B,7,15,Male,121691
3393,AssocProf,B,16,14,Male,186422
3394,AsstProf,B,14,2,Male,66209
3395,AsstProf,B,2,0,Female,81153
3396,AssocProf,B,15,8,Male,195091
3397,AssocProf,A,1,13,Female,141413
3398,Prof,A,2,17,Male,50031
3399,AsstProf,A,0,19,Male,75966
3400,AsstProf,A,14,10,Female,112767
3401,AsstProf,B,15,14,Female,235708
3402,AssocProf,B,9,19,Male,147556
3403,AsstProf,A,12,12,Female,231221
3404,AsstProf,B,11,2,Male,59976
3405,AsstProf,A,9,9,Male,156631
3406,Prof,B,9,5,Male,129155
3407,AsstProf,A,15,10,Female,199723
3408,Prof,A,4,11,Male,182687
3409,Prof,B,6,2,Male,109953
3410,Prof,B,6,12,Male,74914
3411,AsstProf,A,17,16,Male,214949
3412,AssocProf,A,1,9,Male,178560
3413,AssocProf,B,17,10,Female,123006
3414,Prof,B,0,17,Male,141631
3415,Prof,B,10,11,Male,179019
3416,AsstProf,A,2,17,Female,153342
3417,AssocProf,A,12,6,Male,122809
3418,Prof,A,8,17,Female,203910
3419,AsstProf,A,18,8,Male,58251
3420,Prof,A,10,9,Female,100927
3421,Prof,A,13,15,Male,194149
3422,AssocProf,A,0,5,Male,68512
3423,AsstProf,B,14,8,Male,124354
3424,AssocProf,A,6,15,Female,224604
3425,AssocProf,B,9,15,Male,159125
3426,AssocProf,A,0,5,Female,90778
3427,Prof,B,10,11,Female,177571
3428,AssocProf,B,14,19,Male,92208
3429,AssocProf,B,9,2,Male,79121
3430,Prof,A,18,2,Male,163323
3431,Prof,B,0,16,Male,70238
3432,Prof,B,16,12,Male,159612
3433,Prof,A,5,8,Male,150618
3434,Prof,B,6,10,Female,80768
3435,Prof,B,18,11,Female,115747
3436,AssocProf,A,13,10,Female,204178
3437,AssocProf,A,4,6,Female,63253
3438,AssocProf,A,8,12,Male,222926
3439,Prof,A,17,4,Male,198703
3440,AsstProf,A,15,2,Male,229323
3441,AssocProf,B,7,2,Male,236118
3442,Prof,A,5,0,Male,193808
3443,AssocProf,B,12,17,Female,134710
3444,Prof,B,13,15,Male,178096
3445,AssocProf,B,17,15,Female,57525
3446,AsstProf,A,10,3,Male,125180
3447,AssocProf,B,11,0,Female,156036
3448,Prof,B,6,13,Male,107968
3449,Prof,B,1,1,Female,103309
3450,Prof,B,18,11,Male,84713
3451,AsstProf,B,7,16,Male,89664
3452,AssocProf,B,18,2,Female,196008
3453,AssocProf,A,10,4,Male,179475
3454,AsstProf,A,16,1,Female,104664
3455,AsstProf,A,5,12,Male,237913
3456,Prof,A,0,12,Female,57153
3457,AsstProf,A,0,7,Male,142426
3458,Prof,B,13,14,Female,171910
3459,AssocProf,A,13,0,Male,213853
3460,AsstProf,A,19,14,Male,212593
3461,AssocProf,B,17,1,Female,104040
3462,AssocProf,B,7,18,Female,157541
3463,AsstProf,A,10,2,Male,95492
3464,AsstProf,B,17,11,Male,69386
3465,AsstProf,B,14,5,Male,135774
3466,AsstProf,A,0,10,Male,59363
3467,AssocProf,B,18,9,Female,66702
3468,AssocProf,A,4,9,Male,210970
3469,AssocProf,B,13,13,Male,107066
3470,Prof,B,10,0,Female,230435
3471,AsstProf,B,6,16,Female,171849
3472,AsstProf,A,0,14,Male,212671
3473,AssocProf,A,7,16,Male,95763
3474,AsstProf,A,3,12,Male,98585
3475,AsstProf,B,12,14,Male,130407
3476,Prof,A,15,13,Female,141676
3477,AssocProf,B,3,11,Female,86103
3478,Prof,A,5,13,Male,174464
3479,AssocProf,B,12,15,Female,151893
3480,AsstProf,B,2,2,Female,182293
3481,AssocProf,A,15,13,Male,200291
3482,AsstProf,A,11,11,Male,78153
3483,AsstProf,B,14,16,Male,232518
3484,Prof,A,3,4,Male,81144
3485,AsstProf,B,14,12,Female,119696
3486,AsstProf,A,5,14,Female,235508
3487,AssocProf,B,4,13,Male,211631
3488,AssocProf,A,9,19,Female,68473
3489,Prof,B,11,13,Male,135101
3490,AssocProf,A,15,1,Female,106399
3491,AsstProf,A,19,16,Female,139574
3492,AsstProf,B,13,17,Female,90994
3493,AsstProf,A,12,19,Male,61470
3494,AsstProf,B,2,16,Female,102529
3495,Prof,B,12,3,Male,88616
3496,AsstProf,A,0,15,Female,141124
3497,AsstProf,B,18,13,Female,161959
3498,Prof,A,14,9,Male,154172
3499,AssocProf,A,11,9,Female,170602
3500,AssocProf,A,15,6,Male,195402
3501,Prof,B,3,11,Male,95013
3502,AssocProf,B,6,0,Male,219759
3503,AsstProf,A,12,6,Female,84732
3504,AssocProf,B,17,12,Male,206154
3505,AsstProf,B,4,14,Female,216019
3506,AsstProf,B,10,14,Male,133456
3507,AssocProf,B,2,0,Male,93099
3508,AsstProf,B,7,4,Female,190446
3509,Prof,B,3,11,Female,128705
3510,AssocProf,B,7,7,Female,98792
3511,Prof,A,9,9,Female,111666
3512,AssocProf,B,12,12,Male,199117
3513,AsstProf,A,4,2,Male,160773
3514,AssocProf,A,1,15,Female,164403
3515,AssocProf,A,8,19,Female,102213
3516,Prof,A,19,17,Male,232082
3517,Prof,A,12,18,Male,179842
3518,AsstProf,A,13,11,Female,72429
3519,AssocProf,A,15,18,Male,94267
3520,AsstProf,A,8,18,Female,58073
3521,Prof,A,11,4,Male,217396
3522,AssocProf,A,2,2,Female,191448
3523,Prof,B,12,3,Female,148446
3524,AssocProf,A,4,17,Female,51009
3525,AsstProf,B,0,16,Female,108782
3526,Prof,B,14,19,Male,96822
3527,Prof,A,1,12,Male,156347
3528,AssocProf,A,18,0,Male,134714
3529,Prof,B,2,18,Female,161526
3530,AssocProf,B,17,2,Male,157002
3531,Prof,B,13,12,Male,162735
3532,Prof,B,8,19,Female,221650
3533,AssocProf,B,16,16,Male,164238
3534,AsstProf,B,19,9,Male,94424
3535,Prof,B,7,13,Female,120977
3536,AssocProf,A,14,6,Female,112190
3537,Prof,A,11,15,Female,59294
3538,AsstProf,B,4,7,Male,186180
3539,Prof,A,11,1,Male,99841
3540,AsstProf,B,5,16,Male,63221
3541,Prof,A,8,19,Female,236059
3542,AssocProf,B,12,11,Female,113362
3543,AssocProf,B,19,13,Female,238858
3544,AsstProf,B,10,1,Female,54569
3545,AssocProf,B,16,15,Male,201874
3546,AssocProf,B,15,19,Male,153063
3547,Prof,A,10,15,Female,154020
3548,AsstProf,A,12,0,Female,147125
3549,Prof,A,9,1,Male,224393
3550,Prof,B,12,8,Male,123989
3551,Prof,B,9,4,Male,216258
3552,AssocProf,A,8,13,Male,222241
3553,AssocProf,B,19,16,Male,193949
3554,AssocProf,A,12,0,Female,99062
3555,AsstProf,A,16,10,Female,137989
3556,AssocProf,A,10,4,Female,205194
3557,AssocProf,B,13,9,Female,204650
3558,AsstProf,A,19,16,Male,183281
3559,AssocProf,B,10,6,Male,205011
3560,AsstProf,A,14,2,Male,98109
3561,Prof,B,10,16,Male,209263
3562,Prof,B,0,19,Male,124380
3563,AsstProf,B,17,0,Male,160553
3564,AsstProf,A,1,0,Female,194409
3565,Prof,A,13,13,Female,148931
3566,AsstProf,A,12,14,Female,128450
3567,AssocProf,B,17,18,Female,158406
3568,AssocProf,A,2,5,Female,66097
3569,AssocProf,B,10,9,Female,91894
3570,AsstProf,A,18,2,Female,121951
3571,AsstProf,A,15,4,Male,187369
3572,AssocProf,A,11,4,Female,95849
3573,AssocProf,A,13,5,Male,98806
3574,AsstProf,A,7,17,Male,98379
3575,AssocProf,A,17,2,Female,207698
3576,Prof,A,13,0,Male,162261
3577,Prof,A,0,3,Female,85405
3578,AssocProf,B,19,9,Male,75523
3579,AssocProf,B,8,14,Male,106199
3580,Prof,A,18,1,Male,96632
3581,AssocProf,A,16,5,Female,222735
3582,AssocProf,B,16,13,Female,136000
3583,AsstProf,B,4,6,Male,138759
3584,AssocProf,B,5,6,Female,84766
3585,AsstProf,A,15,15,Male,122043
3586,Prof,A,11,13,Male,228524
3587,AssocProf,A,4,13,Male,207058
3588,AssocProf,A,11,12,Male,124879
3589,AssocProf,A,10,1,Female,83367
3590,Prof,B,16,10,Male,109130
3591,Prof,B,11,17,Male,131588
3592,AssocProf,A,12,19,Male,226126
3593,AssocProf,A,7,3,Female,71499
3594,AssocProf,B,5,1,Female,190497
3595,AsstProf,B,14,16,Female,225589
3596,AssocProf,B,0,1,Female,214255
3597,Prof,B,13,10,Male,180111
3598,AssocProf,A,12,2,Female,76673
3599,AssocProf,B,10,12,Male,89882
3600,AssocProf,B,0,12,Female,134499
3601,Prof,B,0,16,Female,176179
3602,Prof,A,4,12,Female,101017
3603,AssocProf,B,15,7,Female,61089
3604,AssocProf,A,5,9,Female,99095
3605,AssocProf,B,0,15,Female,64682
3606,Prof,B,17,1,Male,232756
3607,AsstProf,B,11,16,Female,209018
3608,Prof,B,18,0,Male,198027
3609,AssocProf,B,14,13,Female,174366
3610,AssocProf,A,16,2,Female,192736
3611,AsstProf,B,4,13,Male,88779
3612,Prof,B,1,4,Male,222335
3613,AssocProf,B,18,11,Female,84075
3614,AssocProf,B,3,14,Female,170526
3615,Prof,B,17,11,Male,74728
3616,AsstProf,A,7,0,Male,110806
3617,AssocProf,B,9,15,Female,119908
3618,AssocProf,B,14,5,Female,230262
3619,Prof,B,5,0,Female,99230
3620,AssocProf,A,1,12,Male,151798
3621,Prof,B,16,0,Female,140013
3622,AssocProf,A,14,18,Female,55979
3623,AssocProf,B,6,6,Male,224721
3624,Prof,B,2,7,Male,197610
3625,AssocProf,B,7,10,Female,53833
3626,Prof,B,6,7,Male,223454
3627,AsstProf,B,1,5,Male,99795
3628,Prof,B,16,1,Male,197908
3629,Prof,A,12,14,Female,219119
3630,AssocProf,A,3,13,Female,82210
3631,AsstProf,A,6,2,Female,120103
3632,AsstProf,B,17,11,Male,182572
3633,AssocProf,A,2,18,Male,58049
3634,AsstProf,A,1,0,Female,233058
3635,AsstProf,B,15,1,Female,110342
3636,AssocProf,A,17,6,Male,159664
3637,AsstProf,A,14,16,Female,172548
3638,AsstProf,A,6,6,Female,56553
3639,AsstProf,A,8,6,Male,64677
3640,Prof,A,7,4,Female,118767
3641,AsstProf,B,4,5,Female,216708
3642,AssocProf,A,12,13,Female,116398
3643,AssocProf,A,15,5,Male,173261
3644,AsstProf,B,18,15,Female,62651
3645,AssocProf,A,19,10,Female,185707
3646,AssocProf,B,13,10,Female,79977
3647,AssocProf,A,14,19,Male,219643
3648,AssocProf,A,1,16,Male,140487
3649,Prof,A,14,7,Female,181395
3650,AsstProf,A,11,10,Female,198485
3651,Prof,A,3,7,Female,237573
3652,AsstProf,A,4,9,Male,204409
3653,AsstProf,B,3,11,Female,189831
3654,Prof,B,2,0,Female,166367
3655,AssocProf,B,2,16,Male,185634
3656,AsstProf,A,16,10,Male,147848
3657,AsstProf,A,1,15,Female,184747
3658,Prof,A,17,8,Male,217655
3659,AssocProf,A,16,12,Male,98974
3660,AsstProf,B,2,1,Male,196671
3661,AsstProf,A,2,2,Female,60904
3662,AsstProf,B,10,7,Female,121479
3663,Prof,A,19,7,Female,73359
3664,AsstProf,A,8,17,Female,117568
3665,AsstProf,A,4,0,Male,145472
3666,AsstProf,A,18,18,Female,108817
3667,Prof,A,16,3,Male,185385
3668,AsstProf,A,14,17,Female,101983
3669,Prof,A,3,11,Male,226401
3670,AsstProf,B,16,0,Female,133844
3671,Prof,B,4,1,Female,175217
3672,AsstProf,B,14,6,Male,157359
3673,AssocProf,B,1,19,Male,107403
3674,AssocProf,B,3,4,Male,97236
3675,Prof,A,19,1,Male,213741
3676,AsstProf,B,5,15,Female,177267
3677,Prof,A,4,11,Male,94532
3678,AsstProf,B,8,3,Female,215515
3679,AssocProf,A,9,16,Female,224220
3680,AsstProf,B,0,15,Male,81961
3681,Prof,B,9,13,Female,186333
3682,AsstProf,B,11,9,Male,86325
3683,AssocProf,A,16,0,Female,193428
3684,AssocProf,A,4,6,Female,231049
3685,AsstProf,B,12,14,Male,131425
3686,AsstProf,B,12,16,Male,160238
3687,AsstProf,A,8,10,Male,150625
3688,AssocProf,A,10,13,Male,66499
3689,Prof,A,5,12,Female,79544
3690,AssocProf,B,1,16,Female,76575
3691,AsstProf,B,1,1,Male,164275
3692,Prof,A,4,0,Male,85317
3693,Prof,A,9,3,Female,92827
3694,Prof,B,11,16,Male,140256
3695,Prof,B,11,6,Female,207546
3696,Prof,A,13,3,Male,111380
3697,AsstProf,B,14,5,Female,111547
3698,AssocProf,B,1,15,Female,82674
3699,AssocProf,A,15,9,Male,172473
3700,Prof,B,2,10,Male,200629
3701,AssocProf,B,16,8,Male,92498
3702,AssocProf,B,15,5,Male,189168
3703,Prof,A,15,10,Male,111374
3704,AssocProf,A,7,16,Female,67725
3705,Prof,B,4,11,Female,197715
3706,AsstProf,A,16,16,Female,128193
3707,Prof,A,17,11,Female,135246
3708,AssocProf,B,1,4,Female,76898
3709,AsstProf,B,8,18,Female,180786
3710,AssocProf,B,0,11,Male,53147
3711,Prof,A,16,9,Male,66704
3712,AsstProf,A,19,0,Male,51111
3713,Prof,B,5,7,Female,158041
3714,Prof,B,7,11,Male,117326
3715,AsstProf,B,15,7,Female,69033
3716,Prof,A,14,1,Male,97105
3717,Prof,A,1,3,Female,229097
3718,AssocProf,A,10,11,Female,70297
3719,AssocProf,B,13,14,Female,151605
3720,Prof,B,11,12,Male,204158
3721,AsstProf,B,6,4,Male,129193
3722,AsstProf,B,16,3,Male,160136
3723,Prof,A,9,10,Male,156059
3724,Prof,B,3,7,Male,230837
3725,AsstProf,A,6,5,Female,205464
3726,AssocProf,A,9,14,Female,212936
3727,AssocProf,B,4,8,Male,143099
3728,AssocProf,B,5,12,Male,88871
3729,AsstProf,A,2,12,Male,234593
3730,Prof,A,15,13,Male,200622
3731,Prof,A,7,18,Female,149963
3732,AssocProf,A,2,3,Male,59967
3733,AssocProf,B,16,6,Male,150866
3734,AssocProf,B,4,16,Female,136785
3735,AsstProf,B,18,18,Female,202093
3736,Prof,B,10,13,Male,148546
3737,AssocProf,B,2,0,Male,231726
3738,AsstProf,B,8,12,Female,74770
3739,Prof,B,18,16,Female,137175
3740,AsstProf,A,10,17,Female,72102
3741,AssocProf,B,16,19,Male,197653
3742,Prof,B,9,7,Male,147070
3743,Prof,B,3,15,Female,214100
3744,Prof,A,16,9,Male,135468
3745,AsstProf,A,13,11,Male,189631
3746,Prof,B,9,6,Male,167783
3747,AsstProf,A,0,12,Female,234187
3748,Prof,B,8,18,Female,142716
3749,AsstProf,B,18,9,Male,72931
3750,AssocProf,B,9,15,Female,199528
3751,AssocProf,B,2,18,Female,152956
3752,AsstProf,A,18,11,Female,202808
3753,AsstProf,B,2,6,Male,141486
3754,Prof,B,15,1,Female,120818
3755,Prof,B,12,0,Female,50572
3756,Prof,B,12,3,Female,53059
3757,AsstProf,B,9,17,Female,181736
3758,AsstProf,A,3,15,Male,237768
3759,AssocProf,A,6,19,Female,104509
3760,AsstProf,A,8,12,Male,104044
3761,AssocProf,B,6,8,Female,166494
3762,AsstProf,B,1,18,Male,91920
3763,Prof,A,11,0,Male,52100
3764,AsstProf,B,7,2,Female,96445
3765,AsstProf,B,13,9,Female,197490
3766,AssocProf,A,13,15,Female,187789
3767,Prof,B,18,10,Male,200362
3768,AssocProf,A,9,0,Female,127582
3769,AsstProf,A,14,19,Male,161829
3770,AsstProf,A,6,4,Male,199431
3771,AssocProf,A,11,6,Female,74615
3772,Prof,B,18,7,Male,86265
3773,AssocProf,B,19,15,Female,214955
3774,AssocProf,B,3,6,Male,114640
3775,AssocProf,A,5,12,Male,147923
3776,AssocProf,B,7,7,Female,226224
3777,AsstProf,A,19,17,Female,122235
3778,AsstProf,A,14,16,Female,71504
3779,AssocProf,B,0,13,Female,58622
3780,AsstProf,A,18,12,Female,125122
3781,Prof,A,4,17,Male,71648
3782,AssocProf,A,14,5,Female,201095
3783,AsstProf,A,19,7,Female,143235
3784,Prof,A,19,11,Male,157462
3785,AssocProf,A,14,0,Female,218833
3786,AssocProf,B,6,15,Male,147331
3787,AsstProf,A,8,16,Male,178278
3788,AsstProf,A,16,10,Female,66055
3789,Prof,B,18,1,Male,75502
3790,AssocProf,B,19,7,Female,189997
3791,Prof,B,8,6,Female,142403
3792,AssocProf,A,16,7,Male,87639
3793,AsstProf,B,14,1,Female,105056
3794,AsstProf,A,10,19,Male,162895
3795,AssocProf,A,3,0,Female,210819
3796,Prof,A,6,7,Male,224713
3797,Prof,A,1,14,Female,54462
3798,Prof,A,3,0,Male,68602
3799,Prof,A,19,3,Male,121441
3800,Prof,B,7,4,Female,164397
3801,Prof,A,7,9,Male,162001
3802,AssocProf,A,1,15,Female,88779
3803,Prof,A,19,14,Female,86274
3804,Prof,B,10,4,Female,199763
3805,AssocProf,A,13,15,Female,236494
3806,AssocProf,A,18,15,Male,72081
3807,AsstProf,A,12,6,Male,104494
3808,AsstProf,A,12,17,Male,85581
3809,Prof,A,12,14,Female,137847
3810,AssocProf,A,17,1,Male,238535
3811,AsstProf,A,14,14,Female,72552
3812,AsstProf,B,8,6,Male,118353
3813,AssocProf,B,15,16,Female,192328
3814,Prof,A,15,6,Female,94329
3815,Prof,B,16,11,Male,179725
3816,AssocProf,B,1,1,Male,60690
3817,AsstProf,A,7,8,Female,130091
3818,AssocProf,B,6,14,Male,217863
3819,Prof,B,11,5,Female,60687
3820,AsstProf,B,6,7,Female,233117
3821,AsstProf,A,7,2,Female,211502
3822,AsstProf,B,19,9,Male,68569
3823,Prof,B,7,6,Female,171336
3824,Prof,B,9,4,Male,169457
3825,AsstProf,B,15,15,Female,116422
3826,AsstProf,B,17,18,Female,54970
3827,AsstProf,B,14,19,Female,207760
3828,AssocProf,B,5,0,Male,217757
3829,AssocProf,A,15,9,Female,109024
3830,AssocProf,B,19,5,Female,202936
3831,Prof,A,17,14,Female,54560
3832,Prof,B,5,8,Female,229555
3833,Prof,A,8,18,Male,171371
3834,AssocProf,A,0,2,Male,116303
3835,AsstProf,B,11,3,Male,185375
3836,AssocProf,B,18,8,Female,65143
3837,Prof,B,6,4,Female,208748
3838,Prof,B,10,8,Male,199472
3839,Prof,A,15,7,Female,83505
3840,Prof,B,2,16,Male,80838
3841,AsstProf,A,9,10,Male,194410
3842,Prof,B,1,14,Female,146050
3843,Prof,A,9,4,Male,222997
3844,AssocProf,B,0,8,Male,149879
3845,AsstProf,B,15,12,Male,73996
3846,AsstProf,B,11,1,Female,67813
3847,Prof,A,17,13,Female,145612
3848,AssocProf,B,15,10,Male,64279
3849,Prof,B,9,13,Female,172938
3850,Prof,A,14,15,Female,75372
3851,AssocProf,A,2,1,Female,97390
3852,AssocProf,A,17,11,Male,52771
3853,AssocProf,A,15,11,Female,234344
3854,AsstProf,B,4,12,Male,175024
